kategori;category;entity;provinsi;province;kabupaten/kota
makanan;food;Bakwan Surabaya;Jawa Timur;East Java;Kota Surabaya
makanan;food;Nasi Sayur;Jawa Timur;East Java;Kota Surabaya
makanan;food;Nasi Goreng Jawa;Jawa Timur;East Java;Kota Surabaya
makanan;food;Bakso;Jawa Timur;East Java;Kota Surabaya
makanan;food;Pecel Semanggi;Jawa Timur;East Java;Kota Surabaya
makanan;food;Rujak Cingur;Jawa Timur;East Java;Kota Surabaya
makanan;food;Urap;Jawa Timur;East Java;Kota Surabaya
makanan;food;Gado-gado;Jawa Timur;East Java;Kota Surabaya
makanan;food;Pecel;Jawa Timur;East Java;Kota Surabaya
makanan;food;Roti Perut Ayam;Jawa Timur;East Java;Kota Surabaya
makanan;food;Getas;Jawa Timur;East Java;Kota Surabaya
makanan;food;Kue Leker;Jawa Timur;East Java;Kota Surabaya
makanan;food;Kue Lapis Surabaya;Jawa Timur;East Java;Kota Surabaya
makanan;food;Bikang;Jawa Timur;East Java;Kota Surabaya
makanan;food;Jongkong;Jawa Timur;East Java;Kota Surabaya
makanan;food;Onde-onde Surabaya;Jawa Timur;East Java;Kota Surabaya
makanan;food;Lupis;Jawa Timur;East Java;Kota Surabaya
makanan;food;Almond Crispy Cheese;Jawa Timur;East Java;Kota Surabaya
makanan;food;Cakue;Jawa Timur;East Java;Kota Surabaya
makanan;food;Roti Goreng;Jawa Timur;East Java;Kota Surabaya
makanan;food;Angsle;Jawa Timur;East Java;Kota Surabaya
makanan;food;Ronde;Jawa Timur;East Java;Kota Surabaya
makanan;food;Tahwa;Jawa Timur;East Java;Kota Surabaya
makanan;food;STMJ;Jawa Timur;East Java;Kota Surabaya
makanan;food;Sungkui;Kalimantan Barat;West Kalimantan;Kabupaten Sanggau
makanan;food;Lemang;Kalimantan Barat;West Kalimantan;Kabupaten Sanggau
makanan;food;Air Tahu;Kalimantan Barat;West Kalimantan;Kota Pontianak
makanan;food;Kembang Tahu;Kalimantan Barat;West Kalimantan;Kota Pontianak
makanan;food;Air Tahu dan Kembang Tahu;Kalimantan Barat;West Kalimantan;Kota Pontianak
makanan;food;Bakcang;Kalimantan Barat;West Kalimantan;Kota Pontianak
makanan;food;Bakpao;Kalimantan Barat;West Kalimantan;Kota Pontianak
makanan;food;Bubur Pedas;Kalimantan Barat;West Kalimantan;Kota Pontianak
makanan;food;Chai Kwe;Kalimantan Barat;West Kalimantan;Kota Pontianak
makanan;food;Hekeng;Kalimantan Barat;West Kalimantan;Kota Pontianak
makanan;food;Hu Ju;Kalimantan Barat;West Kalimantan;Kota Pontianak
makanan;food;Ie;Kalimantan Barat;West Kalimantan;Kota Pontianak
makanan;food;Ikan asam pedas;Kalimantan Barat;West Kalimantan;Kota Pontianak
makanan;food;Kaloci;Kalimantan Barat;West Kalimantan;Kota Pontianak
makanan;food;Keladi;Kalimantan Barat;West Kalimantan;Kota Pontianak
makanan;food;Kengci Kwetiau;Kalimantan Barat;West Kalimantan;Kota Pontianak
makanan;food;Ki Cang;Kalimantan Barat;West Kalimantan;Kota Pontianak
makanan;food;Kuan Chiang;Kalimantan Barat;West Kalimantan;Kota Pontianak
makanan;food;Kue Bulan;Kalimantan Barat;West Kalimantan;Kota Pontianak
makanan;food;Kwe Cap;Kalimantan Barat;West Kalimantan;Kota Pontianak
makanan;food;Kwe Kia Theng;Kalimantan Barat;West Kalimantan;Kota Pontianak
makanan;food;Kwetiau;Kalimantan Barat;West Kalimantan;Kota Pontianak
makanan;food;Lemang;Kalimantan Barat;West Kalimantan;Kota Pontianak
makanan;food;Lempok Durian;Kalimantan Barat;West Kalimantan;Kota Pontianak
makanan;food;Minuman Lidah Buaya;Kalimantan Barat;West Kalimantan;Kota Pontianak
makanan;food;Nasi Kari;Kalimantan Barat;West Kalimantan;Kota Pontianak
makanan;food;Nasi Ayam;Kalimantan Barat;West Kalimantan;Kota Pontianak
makanan;food;Nasi Capcai;Kalimantan Barat;West Kalimantan;Kota Pontianak
makanan;food;Pacri Nanas;Kalimantan Barat;West Kalimantan;Kota Pontianak
makanan;food;Pekasam;Kalimantan Barat;West Kalimantan;Kota Pontianak
makanan;food;Peng Kang;Kalimantan Barat;West Kalimantan;Kota Pontianak
makanan;food;Pindang;Kalimantan Barat;West Kalimantan;Kota Pontianak
makanan;food;Pwe Ki Mue;Kalimantan Barat;West Kalimantan;Kota Pontianak
makanan;food;Sambal Goreng Tempoyak;Kalimantan Barat;West Kalimantan;Kota Pontianak
makanan;food;Tau Swan;Kalimantan Barat;West Kalimantan;Kota Pontianak
makanan;food;Sio Bi;Kalimantan Barat;West Kalimantan;Kota Pontianak
makanan;food;Sotong Pangkong;Kalimantan Barat;West Kalimantan;Kota Pontianak
makanan;food;Tun Koi;Kalimantan Barat;West Kalimantan;Kota Pontianak
makanan;food;Yam Mi;Kalimantan Barat;West Kalimantan;Kota Pontianak
makanan;food;Keripik pisang;Lampung;Lampung;Kota Metro
makanan;food;Kemplang;Lampung;Lampung;Kota Metro
makanan;food;Seruit;Lampung;Lampung;Kota Metro
makanan;food;pindang;Lampung;Lampung;Kota Metro
makanan;food;Seruit dan pindang;Lampung;Lampung;Kota Metro
makanan;food;Bakso babi;Nusa Tenggara Timur;East Nusa Tenggara;Kabupaten Sikka
makanan;food;Wares;Nusa Tenggara Timur;East Nusa Tenggara;Kabupaten Sikka
makanan;food;Warung Anggrek dikenal murah;Nusa Tenggara Timur;East Nusa Tenggara;Kabupaten Sikka
makanan;food;Warung Bandung;Nusa Tenggara Timur;East Nusa Tenggara;Kabupaten Sikka
makanan;food;My Bread;Nusa Tenggara Timur;East Nusa Tenggara;Kabupaten Sikka
makanan;food;Amazi;Nusa Tenggara Timur;East Nusa Tenggara;Kabupaten Sikka
makanan;food;Pasar senja;Nusa Tenggara Timur;East Nusa Tenggara;Kabupaten Sikka
makanan;food;Pujasera Samador;Nusa Tenggara Timur;East Nusa Tenggara;Kabupaten Sikka
makanan;food;Warung Ta Lepo;Nusa Tenggara Timur;East Nusa Tenggara;Kabupaten Sikka
makanan;food;Abon Gulung;Papua Barat;West Papua;Kabupaten Manokwari
makanan;food;Ikan Bakar Manokwari;Papua Barat;West Papua;Kabupaten Manokwari
makanan;food;Papeda;Papua Barat;West Papua;Kabupaten Manokwari
makanan;food;Ikan Kuah Kuning;Papua Barat;West Papua;Kabupaten Manokwari
makanan;food;Mujair Lalapan;Papua Barat;West Papua;Kabupaten Manokwari
makanan;food;Ikan Asap Borobudur;Papua Barat;West Papua;Kabupaten Manokwari
makanan;food;Buah Durian;Papua Barat;West Papua;Kabupaten Manokwari
makanan;food;Buah Rambutan;Papua Barat;West Papua;Kabupaten Manokwari
makanan;food;Buah Langsat;Papua Barat;West Papua;Kabupaten Manokwari
makanan;food;Mie Sagu;Riau;Riau;Kabupaten Kepulauan Meranti
makanan;food;Mie Sultan;Riau;Riau;Kabupaten Kepulauan Meranti
makanan;food;Rama Rama Lada Hitam;Riau;Riau;Kabupaten Kepulauan Meranti
makanan;food;Miso;Riau;Riau;Kabupaten Kepulauan Meranti
makanan;food;Sarabba;Sulawesi Selatan;South Sulawesi;Kota Makassar
makanan;food;Coto Makassar;Sulawesi Selatan;South Sulawesi;Kota Makassar
makanan;food;Konro;Sulawesi Selatan;South Sulawesi;Kota Makassar
makanan;food;Pallubasa;Sulawesi Selatan;South Sulawesi;Kota Makassar
makanan;food;Pallumara;Sulawesi Selatan;South Sulawesi;Kota Makassar
makanan;food;Pallubutung;Sulawesi Selatan;South Sulawesi;Kota Makassar
makanan;food;Pallu Kacci;Sulawesi Selatan;South Sulawesi;Kota Makassar
makanan;food;Pisang epe;Sulawesi Selatan;South Sulawesi;Kota Makassar
makanan;food;Ikan Bakar;Sulawesi Selatan;South Sulawesi;Kota Makassar
makanan;food;Barongko;Sulawesi Selatan;South Sulawesi;Kota Makassar
makanan;food;Sop Saudara;Sulawesi Selatan;South Sulawesi;Kota Makassar
makanan;food;Sop Ubi;Sulawesi Selatan;South Sulawesi;Kota Makassar
makanan;food;Kapurung;Sulawesi Selatan;South Sulawesi;Kota Makassar
makanan;food;Pisang Peppe;Sulawesi Selatan;South Sulawesi;Kota Makassar
makanan;food;Songkolo Bagadang;Sulawesi Selatan;South Sulawesi;Kota Makassar
makanan;food;Roko-Roko Unti;Sulawesi Selatan;South Sulawesi;Kota Makassar
makanan;food;Putu Cangkiri;Sulawesi Selatan;South Sulawesi;Kota Makassar
makanan;food;Karoke;Sulawesi Selatan;South Sulawesi;Kota Makassar
makanan;food;Roko-Roko Nagasari;Sulawesi Selatan;South Sulawesi;Kota Makassar
makanan;food;Roko-Roko Cangkuning;Sulawesi Selatan;South Sulawesi;Kota Makassar
makanan;food;Teng Teng;Sulawesi Selatan;South Sulawesi;Kota Makassar
makanan;food;Tosu-TosuKatue;Sulawesi Tengah;Central Sulawesi;Kabupaten Poso
makanan;food;Wayawo Masapi;Sulawesi Tengah;Central Sulawesi;Kabupaten Poso
makanan;food;Ituwu Manu;Sulawesi Tengah;Central Sulawesi;Kabupaten Poso
makanan;food;Winagoe;Sulawesi Tengah;Central Sulawesi;Kabupaten Poso
makanan;food;Inau Tarente Sulewana;Sulawesi Tengah;Central Sulawesi;Kabupaten Poso
makanan;food;Kukisi Jongi;Sulawesi Tengah;Central Sulawesi;Kabupaten Poso
makanan;food;Pempek;Sumatera Selatan;South Sumatra;Kota Palembang
makanan;food;Tekwan;Sumatera Selatan;South Sumatra;Kota Palembang
makanan;food;Model;Sumatera Selatan;South Sumatra;Kota Palembang
makanan;food;Laksan;Sumatera Selatan;South Sumatra;Kota Palembang
makanan;food;Celimpungan;Sumatera Selatan;South Sumatra;Kota Palembang
makanan;food;Mie Celor;Sumatera Selatan;South Sumatra;Kota Palembang
makanan;food;Burgo;Sumatera Selatan;South Sumatra;Kota Palembang
makanan;food;Lakso;Sumatera Selatan;South Sumatra;Kota Palembang
makanan;food;Martabak HAR;Sumatera Selatan;South Sumatra;Kota Palembang
makanan;food;Pindang Patin;Sumatera Selatan;South Sumatra;Kota Palembang
makanan;food;Pindang Tulang;Sumatera Selatan;South Sumatra;Kota Palembang
makanan;food;Malbi;Sumatera Selatan;South Sumatra;Kota Palembang
makanan;food;Tempoyak;Sumatera Selatan;South Sumatra;Kota Palembang
makanan;food;Otak-otak;Sumatera Selatan;South Sumatra;Kota Palembang
makanan;food;Kemplang;Sumatera Selatan;South Sumatra;Kota Palembang
makanan;food;Kerupuk;Sumatera Selatan;South Sumatra;Kota Palembang
makanan;food;Kue Maksubah;Sumatera Selatan;South Sumatra;Kota Palembang
makanan;food;Kue Delapan Jam;Sumatera Selatan;South Sumatra;Kota Palembang
makanan;food;Kue Srikayo;Sumatera Selatan;South Sumatra;Kota Palembang
makanan;food;Merdeka Walk;Sumatera Utara;North Sumatra;Kota Medan
makanan;food;Ramadhan Fair;Sumatera Utara;North Sumatra;Kota Medan
makanan;food;Kuliner Pagaruyung;Sumatera Utara;North Sumatra;Kota Medan
makanan;food;Asia Mega Mas Food Court Centre;Sumatera Utara;North Sumatra;Kota Medan
makanan;food;Amaliun Food Court;Sumatera Utara;North Sumatra;Kota Medan
makanan;food;Restoran Tip Top;Sumatera Utara;North Sumatra;Kota Medan
makanan;food;Imlek Fair;Sumatera Utara;North Sumatra;Kota Medan
makanan;food;Geplak;Yogyakarta;Yogyakarta;Kabupaten Bantul
makanan;food;Sate Klathak;Yogyakarta;Yogyakarta;Kabupaten Bantul
makanan;food;Tolpit;Yogyakarta;Yogyakarta;Kabupaten Bantul
makanan;food;Oseng Emprit;Yogyakarta;Yogyakarta;Kabupaten Bantul
makanan;food;Oseng Codot;Yogyakarta;Yogyakarta;Kabupaten Bantul
makanan;food;Sup Tupai;Yogyakarta;Yogyakarta;Kabupaten Bantul
makanan;food;Peyek Undur-Undur;Yogyakarta;Yogyakarta;Kabupaten Bantul
makanan;food;Geblek;Yogyakarta;Yogyakarta;Kabupaten Kulon Progo
makanan;food;Growol;Yogyakarta;Yogyakarta;Kabupaten Kulon Progo
makanan;food;Tempe Benguk;Yogyakarta;Yogyakarta;Kabupaten Kulon Progo
makanan;food;Peyek Undur-undur;Yogyakarta;Yogyakarta;Kabupaten Kulon Progo
makanan;food;mie Aceh;Aceh;Aceh;Kota Langsa
makanan;food;es;Aceh;Aceh;Kota Langsa
makanan;food;Sayur;Banten;Banten;Kota Tangerang
makanan;food;Pindang;Banten;Banten;Kota Tangerang
makanan;food;Sale Pisang;Jawa Barat;West Java;Kabupaten Ciamis
makanan;food;Galendo;Jawa Barat;West Java;Kabupaten Ciamis
makanan;food;Gula Merah;Jawa Barat;West Java;Kabupaten Ciamis
makanan;food;Dodol nanas;Jawa Barat;West Java;Kabupaten Subang
makanan;food;Salak;Jawa Barat;West Java;Kabupaten Tasikmalaya
makanan;food;Nasi Tutug Oncom;Jawa Barat;West Java;Kabupaten Tasikmalaya
makanan;food;Kuliner Bekasi;Jawa Barat;West Java;Kota Bekasi
makanan;food;Rengginang;Jawa Barat;West Java;Kota Bekasi
makanan;food;Kue Wajik;Jawa Barat;West Java;Kota Bekasi
makanan;food;Kue;Jawa Barat;West Java;Kota Bekasi
makanan;food;hari Minggu;Jawa Barat;West Java;Kota Bogor
makanan;food;tutug oncom;Jawa Barat;West Java;Kota Tasikmalaya
makanan;food;oncom;Jawa Barat;West Java;Kota Tasikmalaya
makanan;food;legi;Jawa Tengah;Central Java;Kabupaten Brebes
makanan;food;kentel;Jawa Tengah;Central Java;Kabupaten Brebes
makanan;food;Horok;Jawa Tengah;Central Java;Kabupaten Jepara
makanan;food;Adon;Jawa Tengah;Central Java;Kabupaten Jepara
makanan;food;adon coro;Jawa Tengah;Central Java;Kabupaten Jepara
makanan;food;Ikat Trosonya;Jawa Tengah;Central Java;Kabupaten Jepara
makanan;food;prajurit Mataram;Jawa Tengah;Central Java;Kabupaten Kebumen
makanan;food;penghargaan Sultan Agung;Jawa Tengah;Central Java;Kabupaten Kebumen
makanan;food;Ki Suwarno;Jawa Tengah;Central Java;Kabupaten Kebumen
makanan;food;mendoan;Jawa Tengah;Central Java;Kabupaten Purbalingga
makanan;food;Warung Tegal;Jawa Tengah;Central Java;Kabupaten Tegal
makanan;food;Warteg;Jawa Tengah;Central Java;Kabupaten Tegal
makanan;food;Kacang Mede;Jawa Tengah;Central Java;Kabupaten Wonogiri
makanan;food;Emping;Jawa Tengah;Central Java;Kabupaten Wonogiri
makanan;food;Mie;Jawa Tengah;Central Java;Kabupaten Wonogiri
makanan;food;Sego;Jawa Tengah;Central Java;Kabupaten Wonosobo
makanan;food;Borobudur Golf;Jawa Tengah;Central Java;Kota Magelang
makanan;food;olos;Jawa Tengah;Central Java;Kota Tegal
makanan;food;diresmikannya;Jawa Timur;East Java;Kabupaten Bangkalan
makanan;food;Suramadu;Jawa Timur;East Java;Kabupaten Bangkalan
makanan;food;Pulau Madura;Jawa Timur;East Java;Kabupaten Bangkalan
makanan;food;Ledre;Jawa Timur;East Java;Kabupaten Bojonegoro
makanan;food;Rengginang singkong;Jawa Timur;East Java;Kabupaten Bojonegoro
makanan;food;Alun;Jawa Timur;East Java;Kabupaten Jember
makanan;food;Suwar suwir;Jawa Timur;East Java;Kabupaten Jember
makanan;food;Nasi;Jawa Timur;East Java;Kabupaten Probolinggo
makanan;food;Sirup;Jawa Timur;East Java;Kabupaten Probolinggo
makanan;food;Alun Sumenep;Jawa Timur;East Java;Kabupaten Sumenep
makanan;food;Dikarenakanan;Jawa Timur;East Java;Kota Madiun
makanan;food;bipang Jangkar;Jawa Timur;East Java;Kota Pasuruan
makanan;food;Nasi Rawon;Jawa Timur;East Java;Kota Pasuruan
makanan;food;sate Komo;Jawa Timur;East Java;Kota Pasuruan
makanan;food;Ale;Kalimantan Barat;West Kalimantan;Kabupaten Ketapang
makanan;food;jenis Industri;Kalimantan Barat;West Kalimantan;Kota Pontianak
makanan;food;Kehutanan;Kalimantan Barat;West Kalimantan;Kota Pontianak
makanan;food;IHPK;Kalimantan Barat;West Kalimantan;Kota Pontianak
makanan;food;Lontong;Kalimantan Barat;West Kalimantan;Kota Singkawang
makanan;food;Cap Go Meh;Kalimantan Barat;West Kalimantan;Kota Singkawang
makanan;food;Serumpun bulir;Kalimantan Tengah;Central Kalimantan;Kabupaten Seruyan
makanan;food;Citra Niaga;Kalimantan Timur;East Kalimantan;Kota Samarinda
makanan;food;Penghargaan Aga Khan Award;Kalimantan Timur;East Kalimantan;Kota Samarinda
makanan;food;Dodol;Lampung;Lampung;Kabupaten Lampung Barat
makanan;food;labu siam;Lampung;Lampung;Kabupaten Lampung Barat
makanan;food;Kue Tart;Lampung;Lampung;Kabupaten Lampung Barat
makanan;food;Keripik pisang;Lampung;Lampung;Kota Bandar Lampung
makanan;food;Lempok Durian;Lampung;Lampung;Kota Bandar Lampung
makanan;food;ikan Fufu;Maluku Utara;North Maluku;Kota Ternate
makanan;food;gohu;Maluku Utara;North Maluku;Kota Ternate
makanan;food;Ikan garu rica;Maluku Utara;North Maluku;Kota Ternate
makanan;food;Pelecing Kangkung;Nusa Tenggara Barat;West Nusa Tenggara;Kabupaten Lombok Timur
makanan;food;Ayam Betutu;Nusa Tenggara Timur;East Nusa Tenggara;Kabupaten Sikka
makanan;food;Sate be;Nusa Tenggara Timur;East Nusa Tenggara;Kabupaten Sikka
makanan;food;Jukut Ares;Nusa Tenggara Timur;East Nusa Tenggara;Kabupaten Sikka
makanan;food;Lawar Bali;Nusa Tenggara Timur;East Nusa Tenggara;Kabupaten Sikka
makanan;food;Sate;Nusa Tenggara Timur;East Nusa Tenggara;Kabupaten Sikka
makanan;food;Nasi;Nusa Tenggara Timur;East Nusa Tenggara;Kabupaten Sikka
makanan;food;Jukut urap;Nusa Tenggara Timur;East Nusa Tenggara;Kabupaten Sikka
makanan;food;Tum Bali;Nusa Tenggara Timur;East Nusa Tenggara;Kabupaten Sikka
makanan;food;Taman Nasional Wasur;Papua;Papua;Kabupaten Merauke
makanan;food;ubi;Papua;Papua;Kabupaten Paniai
makanan;food;Imlek;Riau;Riau;Kabupaten Kepulauan Meranti
makanan;food;Khusus;Sulawesi Barat;West Sulawesi;Kabupaten Polewali Mandar
makanan;food;diwilayah Mandar;Sulawesi Barat;West Sulawesi;Kabupaten Polewali Mandar
makanan;food;golla;Sulawesi Barat;West Sulawesi;Kabupaten Polewali Mandar
makanan;food;Tosu;Sulawesi Tengah;Central Sulawesi;Kabupaten Poso
makanan;food;Inau Terante;Sulawesi Tengah;Central Sulawesi;Kabupaten Poso
makanan;food;Urap;Sulawesi Tengah;Central Sulawesi;Kabupaten Poso
makanan;food;Sulewana;Sulawesi Tengah;Central Sulawesi;Kabupaten Poso
makanan;food;Duo;Sulawesi Tengah;Central Sulawesi;Kota Palu
makanan;food;Ikan Kering;Sulawesi Tengah;Central Sulawesi;Kota Palu
makanan;food;Komoditi;Sulawesi Tenggara;Southeast Sulawesi;Kabupaten Bombana
makanan;food;Tradisi Bose;Sulawesi Tenggara;Southeast Sulawesi;Kabupaten Wakatobi
makanan;food;lalampa;Sulawesi Utara;North Sulawesi;Kota Manado
makanan;food;pilinan;Sulawesi Utara;North Sulawesi;Kota Manado
makanan;food;apang;Sulawesi Utara;North Sulawesi;Kota Manado
makanan;food;klapertaart manado;Sulawesi Utara;North Sulawesi;Kota Manado
makanan;food;kolombeng;Sulawesi Utara;North Sulawesi;Kota Manado
makanan;food;dodol manado;Sulawesi Utara;North Sulawesi;Kota Manado
makanan;food;kueku;Sulawesi Utara;North Sulawesi;Kota Manado
makanan;food;biapong;Sulawesi Utara;North Sulawesi;Kota Manado
makanan;food;pia;Sulawesi Utara;North Sulawesi;Kota Manado
makanan;food;Alam;Sumatera Barat;West Sumatra;Kabupaten Pasaman Barat
makanan;food;bagian Timur Kabupaten Pasaman Barat;Sumatera Barat;West Sumatra;Kabupaten Pasaman Barat
makanan;food;Datar;Sumatera Barat;West Sumatra;Kabupaten Tanah Datar
makanan;food;Gulai;Sumatera Barat;West Sumatra;Kota Padang
makanan;food;Rendang;Sumatera Barat;West Sumatra;Kota Padang
makanan;food;Ayam Pop;Sumatera Barat;West Sumatra;Kota Padang
makanan;food;Terung Balado;Sumatera Barat;West Sumatra;Kota Padang
makanan;food;Gulai Itik Cabe Hijau;Sumatera Barat;West Sumatra;Kota Padang
makanan;food;Nasi Kapau;Sumatera Barat;West Sumatra;Kota Padang
makanan;food;Sate Padang;Sumatera Barat;West Sumatra;Kota Padang
makanan;food;boreh;Sumatera Barat;West Sumatra;Kota Payakumbuh
makanan;food;kipang;Sumatera Barat;West Sumatra;Kota Payakumbuh
makanan;food;rondang;Sumatera Barat;West Sumatra;Kota Payakumbuh
makanan;food;h Jalan Bangkatan;Sumatera Utara;North Sumatra;Kota Binjai
makanan;food;Padi;Sumatera Utara;North Sumatra;Kota Gunungsitoli
makanan;food;Ruko;Sumatera Utara;North Sumatra;Kota Medan
makanan;food;Lemang;Sumatera Utara;North Sumatra;Kota Tebing Tinggi
makanan;food;Kue;Sumatera Utara;North Sumatra;Kota Tebing Tinggi
masjid;mosque;Masjid Agung Keraton;Sulawesi Tenggara;Southeast Sulawesi;Kota Bau-Bau
masjid;mosque;Masjid Raya Baiturrahman;Aceh;Aceh;None
masjid;mosque;Masjid Jami Baiturrahim;Gorontalo;Gorontalo;None
masjid;mosque;Masjid Dian Al-Mahri;Jawa Barat;West Java;None
masjid;mosque;Masjid Raya Sabilal Muhtadin;Kalimantan Selatan;South Borneo;None
masjid;mosque;Masjid Jami Banjarmasin;Kalimantan Selatan;South Borneo;None
masjid;mosque;Masjid Jami Tuhfaturroghibin;Kalimantan Selatan;South Borneo;None
masjid;mosque;Masjid Muhammadiyah Kelayan;Kalimantan Selatan;South Borneo;None
masjid;mosque;Masjid Agung Al-Karomah;Kalimantan Selatan;South Borneo;None
masjid;mosque;Masjid Baangkat;Kalimantan Selatan;South Borneo;None
masjid;mosque;Masjid Jami Sungai Banar;Kalimantan Selatan;South Borneo;None
masjid;mosque;Masjid Keramat Banua Halat;Kalimantan Selatan;South Borneo;None
masjid;mosque;Masjid Pusaka Tabalong;Kalimantan Selatan;South Borneo;None
masjid;mosque;Masjid Jami;Kepulauan Bangka Belitung;Bangka Belitung Islands;None
masjid;mosque;Masjid Jami Pangkalpinang;Kepulauan Bangka Belitung;Bangka Belitung Islands;None
masjid;mosque;Masjid sebanyak hampir  ribu buah;Maluku;Maluku;None
masjid;mosque;Masjid Agung Keraton Buton;Sulawesi Tenggara;Southeast Sulawesi;None
masjid;mosque;Masjid Raya Manado;Sulawesi Utara;North Sulawesi;None
masjid;mosque;Masjid Agung Demak;Jawa Tengah;Central Java;None
masjid;mosque;Masjid Kuno Desa Kaitetu;Maluku;Maluku;None
masjid;mosque;Masjid Agung Pasir Pengaraian;Riau;Riau;None
masjid;mosque;dapat ditempuh;Aceh;Aceh;Kabupaten Aceh Besar
masjid;mosque;Masjid Agung At-Taqwa;Aceh;Aceh;Kabupaten Aceh Tenggara
masjid;mosque;Masjid Po Teumeureuhom;Aceh;Aceh;Kabupaten Pidie
masjid;mosque;Masjid Raya Darul Falah Kota Langsa;Aceh;Aceh;Kota Langsa
masjid;mosque;Masjid tertua;Aceh;Aceh;Kota Langsa
masjid;mosque;Masjid Agung Banten;Banten;Banten;Kota Serang
masjid;mosque;Masjid Raya Al-Azhom;Banten;Banten;Kota Tangerang
masjid;mosque;Masjid berjumlah  buah;Bengkulu;Bengkulu;Kabupaten Rejang Lebong
masjid;mosque;Masjid Agung Curup;Bengkulu;Bengkulu;Kabupaten Rejang Lebong
masjid;mosque;Masjid Jami Baiturrahim;Gorontalo;Gorontalo;Kota Gorontalo
masjid;mosque;Masjid Keramat desa Pulau Tengah;Jambi;Jambi;Kabupaten Kerinci
masjid;mosque;Masjid Agung Al-Falah;Jambi;Jambi;Kota Jambi
masjid;mosque;Masjid Asyuro Cipari Pangatikan Garut;Jawa Barat;West Java;Kabupaten Garut
